# This file is generated by MACS version 2.1.1.20160309
# Command line: callpeak -t GSM1018048_sora_H3K4me3.bed -f BED --nomodel
# ARGUMENTS LIST:
# name = NA
# format = BED
# ChIP-seq file = ['GSM1018048_sora_H3K4me3.bed']
# control file = None
# effective genome size = 2.70e+09
# band width = 300
# model fold = [5, 50]
# qvalue cutoff = 5.00e-02
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 10000 bps
# Broad region calling is off
# Paired-End mode is off

# tag size is determined as 150 bps
# total tags in treatment: 18115973
# tags after filtering in treatment: 18115972
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.00
# d = 200
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr14	75508525	75509084	560	75508750	14.00	10.16343	6.04839	7.96535	NA_peak_9799
chr14	75517423	75518372	950	75518117	136.00	115.41523	15.46275	110.87223	NA_peak_9800
chr14	75530088	75531091	1004	75530616	160.00	99.60622	9.42623	95.67052	NA_peak_9801
chr14	75535055	75536664	1610	75536121	153.00	94.24670	9.24370	90.48878	NA_peak_9802
chr14	75592997	75594597	1601	75593999	155.00	84.96083	7.84708	81.47659	NA_peak_9803
chr14	75642470	75644012	1543	75643124	173.00	106.07135	9.27505	101.90594	NA_peak_9804
chr14	75725359	75726539	1181	75726183	129.00	106.25516	14.54139	102.08314	NA_peak_9805
chr14	75743995	75746537	2543	75745736	162.00	60.73775	5.02156	57.80956	NA_peak_9806
chr14	75760507	75762965	2459	75761245	153.00	80.52022	7.42527	77.15467	NA_peak_9807
chr14	75894060	75894819	760	75894487	138.00	76.86409	7.94286	73.59010	NA_peak_9808
chr14	75895069	75895850	782	75895270	138.00	76.79959	7.93379	73.52718	NA_peak_9809
chr14	75919970	75920438	469	75920194	9.00	5.80944	4.26999	3.70347	NA_peak_9810
chr14	75955266	75955825	560	75955482	42.00	40.33241	14.14474	37.72857	NA_peak_9811
chr14	76002513	76002896	384	76002775	16.00	11.25070	6.25000	9.03402	NA_peak_9812
chr14	76027248	76027471	224	76027319	13.00	9.69456	5.97799	7.50379	NA_peak_9813
chr14	76044200	76045395	1196	76044771	130.00	89.58574	10.79078	85.96961	NA_peak_9814
chr14	76126783	76128442	1660	76127839	169.00	104.09045	9.32018	99.99561	NA_peak_9815
chr14	76448390	76449440	1051	76448733	136.00	62.70080	6.23862	59.73548	NA_peak_9816
chr14	76451890	76452843	954	76452273	150.00	73.85419	6.80793	70.65259	NA_peak_9817
chr14	76617899	76619230	1332	76618477	174.00	116.25576	10.58041	111.67595	NA_peak_9818
chr14	76670012	76670230	219	76670120	12.00	8.67317	5.55099	6.50171	NA_peak_9819
chr14	76819079	76819549	471	76819202	23.00	21.28612	10.24799	18.92805	NA_peak_9820
chr14	76842449	76842962	514	76842643	28.00	24.16776	10.28369	21.77333	NA_peak_9821
chr14	77027825	77028117	293	77028017	13.00	9.69456	5.97799	7.50379	NA_peak_9822
chr14	77227469	77229070	1602	77228496	121.00	73.57482	8.86628	70.37963	NA_peak_9823
chr14	77278310	77279642	1333	77279015	146.00	97.82539	10.45519	93.95071	NA_peak_9824
chr14	77370825	77371336	512	77371001	20.00	14.99991	7.44681	12.72624	NA_peak_9825
chr14	77413879	77414079	201	77413942	11.00	7.55280	5.04202	5.40812	NA_peak_9826
chr14	77419947	77420463	517	77420103	53.00	39.60087	10.42471	37.00701	NA_peak_9827
chr14	77422518	77422917	400	77422548	18.00	6.66404	3.51852	4.54129	NA_peak_9828
chr14	77427883	77428818	936	77428050	28.00	16.89273	6.56109	14.59242	NA_peak_9829
chr14	77491411	77492411	1001	77491840	111.00	27.25479	3.37349	24.82166	NA_peak_9830
chr14	77492695	77493653	959	77493542	90.00	16.81090	2.75091	14.51165	NA_peak_9831
chr14	77493947	77495029	1083	77494729	112.00	26.79265	3.30990	24.36531	NA_peak_9832
chr14	77499786	77500870	1085	77499966	78.00	46.81187	8.22917	44.11470	NA_peak_9833
chr14	77506184	77507274	1091	77506541	40.00	25.90309	7.94574	23.48696	NA_peak_9834
chr14	77563538	77564396	859	77564075	141.00	69.04032	6.72986	65.94597	NA_peak_9835
chr14	77564605	77565488	884	77564842	176.00	100.89619	8.42857	96.91589	NA_peak_9836
chr14	77590961	77591730	770	77591296	105.00	99.54756	18.15069	95.61404	NA_peak_9837
chr14	77606156	77606465	310	77606300	46.00	31.03962	8.70370	28.55850	NA_peak_9838
chr14	77606932	77607452	521	77607097	23.00	10.25604	4.47761	8.05645	NA_peak_9839
chr14	77607607	77608190	584	77608050	29.00	14.96486	5.55556	12.69175	NA_peak_9840
chr14	77647842	77648892	1051	77648347	94.00	71.06638	11.96474	67.92757	NA_peak_9841
chr14	77769680	77770124	445	77769982	11.00	6.92693	4.65116	4.79380	NA_peak_9842
chr14	77770422	77770676	255	77770574	10.00	6.04153	4.26357	3.93093	NA_peak_9843
chr14	77786460	77788565	2106	77787029	182.00	104.26676	8.44096	100.16559	NA_peak_9844
chr14	77842698	77844072	1375	77843634	148.00	89.75597	9.00846	86.13492	NA_peak_9845
chr14	77923325	77925573	2249	77923808	170.00	79.08626	6.40449	75.75708	NA_peak_9846
chr14	77964490	77965752	1263	77964876	86.00	57.01670	9.62389	54.15459	NA_peak_9847
chr14	78081721	78083104	1384	78082534	154.00	96.25744	9.45122	92.43526	NA_peak_9848
chr14	78094348	78094548	201	78094436	13.00	9.69456	5.97799	7.50379	NA_peak_9849
chr14	78173498	78175401	1904	78174634	151.00	75.90675	6.99172	72.65602	NA_peak_9850
chr14	78226590	78228194	1605	78227317	164.00	93.20657	8.28313	89.48137	NA_peak_9851
chr14	78266059	78267205	1147	78266610	150.00	106.65413	11.52672	102.46842	NA_peak_9852
chr14	78432252	78432648	397	78432450	19.00	16.38577	8.53999	14.09208	NA_peak_9853
chr14	78447290	78447782	493	78447489	20.00	17.58159	8.96699	15.27173	NA_peak_9854
chr14	78601917	78602209	293	78602059	27.00	26.47001	11.95598	24.04670	NA_peak_9855
chr14	78636786	78637040	255	78636903	13.00	9.69456	5.97799	7.50379	NA_peak_9856
chr14	79426332	79426531	200	79426423	10.00	6.72795	4.69699	4.59850	NA_peak_9857
chr14	79745034	79746702	1669	79745425	97.00	50.73588	7.06052	47.97825	NA_peak_9858
chr14	79836250	79836554	305	79836426	18.00	15.21100	8.11299	12.93361	NA_peak_9859
chr14	79919928	79920228	301	79920114	11.00	7.68347	5.12399	5.53241	NA_peak_9860
chr14	79981413	79981829	417	79981466	10.00	6.54844	4.58333	4.42778	NA_peak_9861
chr14	80061462	80061717	256	80061573	13.00	9.00866	5.55556	6.83172	NA_peak_9862
chr14	80067923	80068179	257	80068003	11.00	7.68347	5.12399	5.53241	NA_peak_9863
chr14	80175355	80175910	556	80175784	12.00	8.67317	5.55099	6.50171	NA_peak_9864
chr14	80351629	80351917	289	80351791	13.00	9.69456	5.97799	7.50379	NA_peak_9865
chr14	80386778	80386977	200	80386818	9.00	5.80944	4.26999	3.70347	NA_peak_9866
chr14	80677834	80678726	893	80678533	42.00	25.24755	7.31292	22.83959	NA_peak_9867
chr14	80682144	80682509	366	80682381	18.00	5.95392	3.20946	3.84510	NA_peak_9868
chr14	80735947	80736304	358	80736119	10.00	6.72795	4.69699	4.59850	NA_peak_9869
chr14	81005255	81005485	231	81005415	12.00	8.67317	5.55099	6.50171	NA_peak_9870
chr14	81104731	81105401	671	81104799	11.00	7.68347	5.12399	5.53241	NA_peak_9871
chr14	81407395	81408680	1286	81407928	157.00	127.22908	14.49541	122.14052	NA_peak_9872
chr14	81421288	81421890	603	81421504	110.00	104.81219	18.50000	100.69194	NA_peak_9873
chr14	81462562	81463177	616	81463035	17.00	13.85523	7.56302	11.59825	NA_peak_9874
chr14	81636230	81637152	923	81636641	145.00	122.46373	15.46610	117.60080	NA_peak_9875
chr14	81685409	81686576	1168	81686130	143.00	54.48000	5.06685	51.66119	NA_peak_9876
chr14	81686738	81687285	548	81687053	142.00	53.90601	5.04587	51.09684	NA_peak_9877
chr14	81687473	81688157	685	81687630	150.00	59.92451	5.34324	57.01110	NA_peak_9878
chr14	81789967	81790812	846	81790415	63.00	55.48030	14.09692	52.64454	NA_peak_9879
chr14	81901955	81903389	1435	81903086	82.00	63.95174	12.27811	60.96184	NA_peak_9880
chr14	81919487	81919688	202	81919566	12.00	8.67317	5.55099	6.50171	NA_peak_9881
chr14	81930996	81931693	698	81931207	95.00	97.47501	20.60086	93.61221	NA_peak_9882
chr14	81999360	82000274	915	82000043	163.00	126.27856	13.44262	121.23508	NA_peak_9883
chr14	82123017	82123337	321	82123192	14.00	10.74554	6.40499	8.53631	NA_peak_9884
chr14	82717771	82718519	749	82718193	14.00	10.74554	6.40499	8.53631	NA_peak_9885
chr14	83108515	83109377	863	83109092	36.00	30.08495	10.88235	27.61597	NA_peak_9886
chr14	83538223	83538442	220	83538291	13.00	9.69456	5.97799	7.50379	NA_peak_9887
chr14	83703422	83703855	434	83703512	9.00	5.80944	4.26999	3.70347	NA_peak_9888
chr14	83852471	83852745	275	83852614	12.00	8.67317	5.55099	6.50171	NA_peak_9889
chr14	84105120	84106185	1066	84106028	35.00	31.14112	11.76471	28.65866	NA_peak_9890
chr14	84293150	84293445	296	84293306	21.00	18.79750	9.39399	16.47151	NA_peak_9891
chr14	84790749	84791526	778	84791226	15.00	11.46302	6.61157	9.24312	NA_peak_9892
chr14	85700355	85700772	418	85700502	12.00	7.78335	5.00000	5.63053	NA_peak_9893
chr14	85881580	85882340	761	85882101	15.00	9.50609	5.44218	7.32096	NA_peak_9894
chr14	85995290	85996759	1470	85995934	78.00	15.97259	2.88743	13.68517	NA_peak_9895
chr14	85998148	85998617	470	85998487	74.00	13.83144	2.70954	11.57486	NA_peak_9896
chr14	85999381	86000091	711	85999919	87.00	21.59356	3.34093	19.23161	NA_peak_9897
chr14	86400799	86401579	781	86401102	111.00	94.18764	14.97326	90.43178	NA_peak_9898
chr14	86590672	86591251	580	86591091	13.00	9.69456	5.97799	7.50379	NA_peak_9899
chr14	86778375	86778906	532	86778478	13.00	9.69456	5.97799	7.50379	NA_peak_9900
chr14	86813522	86813998	477	86813827	15.00	11.82423	6.83199	9.59739	NA_peak_9901
chr14	86936601	86936960	360	86936763	14.00	10.74554	6.40499	8.53631	NA_peak_9902
chr14	86949071	86949704	634	86949440	25.00	20.72038	9.28571	18.36974	NA_peak_9903
chr14	87062442	87062745	304	87062579	18.00	15.21100	8.11299	12.93361	NA_peak_9904
chr14	87120905	87121104	200	87120944	12.00	8.67317	5.55099	6.50171	NA_peak_9905
chr14	87206357	87207097	741	87206804	33.00	27.02141	10.24096	24.59125	NA_peak_9906
chr14	87304725	87305150	426	87304983	23.00	21.15417	10.16949	18.79805	NA_peak_9907
chr14	87801502	87801941	440	87801633	16.00	12.92898	7.25899	10.68499	NA_peak_9908
chr14	87896748	87897088	341	87896935	9.00	5.80944	4.26999	3.70347	NA_peak_9909
chr14	87923958	87924490	533	87924114	46.00	40.28605	12.70270	37.68285	NA_peak_9910
chr14	88198842	88199648	807	88199251	25.00	21.07816	9.48905	18.72295	NA_peak_9911
chr14	88354760	88355147	388	88354949	11.00	7.68347	5.12399	5.53241	NA_peak_9912
chr14	88458867	88460030	1164	88459188	126.00	89.88012	11.35957	86.25569	NA_peak_9913
chr14	88655571	88655884	314	88655694	24.00	22.55727	10.67498	20.18311	NA_peak_9914
chr14	88789443	88789658	216	88789515	9.00	4.87879	3.67647	2.81003	NA_peak_9915
chr14	88790048	88790269	222	88790211	16.00	11.17351	6.20438	8.95796	NA_peak_9916
chr14	88851317	88852658	1342	88851806	154.00	94.62725	9.21522	90.85727	NA_peak_9917
chr14	89017395	89018250	856	89017708	132.00	59.40988	6.05096	56.50584	NA_peak_9918
chr14	89020264	89021647	1384	89020779	145.00	70.07924	6.63636	66.96230	NA_peak_9919
chr14	89028920	89030355	1436	89029569	148.00	91.04090	9.19753	87.38188	NA_peak_9920
chr14	89258384	89259814	1431	89259509	118.00	82.05138	10.81818	78.64561	NA_peak_9921
chr14	89290324	89291713	1390	89291200	157.00	104.86323	10.47745	100.74088	NA_peak_9922
chr14	89444704	89444909	206	89444831	17.00	8.10618	4.32692	5.94792	NA_peak_9923
chr14	89445106	89445502	397	89445284	73.00	71.31759	17.53554	68.17316	NA_peak_9924
chr14	89478247	89478741	495	89478392	36.00	28.42996	10.05435	25.98201	NA_peak_9925
chr14	89479299	89479586	288	89479481	21.00	12.86936	6.04396	10.62743	NA_peak_9926
chr14	89493320	89494330	1011	89493663	112.00	89.80899	13.58173	86.18648	NA_peak_9927
chr14	89506837	89507400	564	89507020	83.00	88.68118	21.42857	85.09185	NA_peak_9928
chr14	89882196	89883354	1159	89882816	158.00	88.57533	8.10398	84.98896	NA_peak_9929
chr14	89883856	89884447	592	89884029	127.00	61.09884	6.53061	58.16400	NA_peak_9930
chr14	90084954	90085954	1001	90085346	86.00	70.40193	13.42593	67.27773	NA_peak_9931
chr14	90167607	90168514	908	90167859	94.00	76.79665	13.61032	73.52434	NA_peak_9932
chr14	90377201	90377854	654	90377782	13.00	8.66151	5.34351	6.49340	NA_peak_9933
chr14	90420671	90421140	470	90420941	117.00	50.74992	5.74489	47.99210	NA_peak_9934
chr14	90421349	90423214	1866	90422538	122.00	54.89721	6.01173	52.07142	NA_peak_9935
chr14	90526597	90527681	1085	90526793	65.00	40.92549	8.52713	38.31340	NA_peak_9936
chr14	90528178	90528708	531	90528282	28.00	9.64650	3.71795	7.45900	NA_peak_9937
chr14	90722576	90723821	1246	90723317	157.00	106.85201	10.79235	102.65821	NA_peak_9938
chr14	90797528	90798907	1380	90798189	148.00	106.67137	11.76935	102.48457	NA_peak_9939
chr14	90848760	90849615	856	90849349	167.00	110.93951	10.44776	106.58276	NA_peak_9940
chr14	90849786	90850267	482	90850007	139.00	82.50911	8.68486	79.09100	NA_peak_9941
chr14	90862774	90865094	2321	90863602	156.00	70.53722	6.15686	67.41018	NA_peak_9942
chr14	91224346	91224739	394	91224583	70.00	46.39747	9.29319	43.70659	NA_peak_9943
chr14	91224901	91225393	493	91225136	143.00	133.50092	18.65285	128.10594	NA_peak_9944
chr14	91281955	91282733	779	91282261	118.00	85.09244	11.46435	81.60450	NA_peak_9945
chr14	91282890	91283257	368	91283063	77.00	43.24107	7.51445	40.59641	NA_peak_9946
chr14	91294159	91295007	849	91294445	72.00	65.43244	15.40084	62.41297	NA_peak_9947
chr14	91436464	91436943	480	91436769	13.00	9.00866	5.55556	6.83172	NA_peak_9948
chr14	91488788	91489356	569	91489165	49.00	45.00005	13.96648	42.32996	NA_peak_9949
chr14	91525915	91527073	1159	91526858	162.00	102.33518	9.64497	98.30326	NA_peak_9950
chr14	91527427	91527886	460	91527618	104.00	48.57611	6.19104	45.85220	NA_peak_9951
chr14	91580229	91581653	1425	91580616	73.00	47.40335	9.09091	44.69731	NA_peak_9952
chr14	91586194	91586393	200	91586244	12.00	6.93299	4.48276	4.79971	NA_peak_9953
chr14	91719357	91720401	1045	91719659	130.00	111.68464	15.70743	107.29749	NA_peak_9954
chr14	91730662	91731207	546	91730824	14.00	10.74554	6.40499	8.53631	NA_peak_9955
chr14	91883493	91884169	677	91883903	126.00	85.68612	10.53068	82.18184	NA_peak_9956
chr14	91884536	91885350	815	91885189	80.00	41.18065	6.76127	38.56506	NA_peak_9957
chr14	91974699	91977585	2887	91976516	158.00	54.53207	4.61672	51.71241	NA_peak_9958
chr14	92040054	92041126	1073	92040482	80.00	60.30574	11.57143	57.38549	NA_peak_9959
chr14	92302129	92303571	1443	92303177	139.00	86.54964	9.30851	83.02142	NA_peak_9960
chr14	92325036	92325342	307	92325201	9.00	5.80944	4.26999	3.70347	NA_peak_9961
chr14	92413753	92414661	909	92414326	116.00	104.13819	16.71428	100.04205	NA_peak_9962
chr14	92505385	92507285	1901	92506212	171.00	85.59320	7.01468	82.09151	NA_peak_9963
chr14	92571904	92572986	1083	92572468	167.00	113.92001	10.89494	109.44137	NA_peak_9964
chr14	92587380	92589253	1874	92588525	160.00	77.09688	6.65840	73.81718	NA_peak_9965
chr14	92789014	92789842	829	92789511	40.00	31.34385	10.30151	28.85884	NA_peak_9966
chr14	92979654	92981165	1512	92980535	107.00	65.77422	8.88158	62.74799	NA_peak_9967
chr14	93007313	93007543	231	93007457	11.00	6.13992	4.16667	4.02738	NA_peak_9968
chr14	93011652	93011901	250	93011816	15.00	7.87682	4.51977	5.72240	NA_peak_9969
chr14	93012905	93013299	395	93013048	22.00	16.22865	7.61589	13.93769	NA_peak_9970
chr14	93091307	93091583	277	93091384	9.00	5.80944	4.26999	3.70347	NA_peak_9971
chr14	93214062	93215519	1458	93214791	160.00	111.00723	11.14958	106.64799	NA_peak_9972
chr14	93260013	93260397	385	93260245	118.00	54.48626	6.17861	51.66738	NA_peak_9973
chr14	93260621	93261732	1112	93260898	188.00	119.16974	9.81308	114.46284	NA_peak_9974
chr14	93319454	93319736	283	93319541	11.00	7.68347	5.12399	5.53241	NA_peak_9975
chr14	93389263	93389909	647	93389769	29.00	24.35501	10.06711	21.95834	NA_peak_9976
chr14	93510203	93510536	334	93510373	10.00	6.72795	4.69699	4.59850	NA_peak_9977
chr14	93580877	93581675	799	93581545	124.00	61.80611	6.80828	58.85801	NA_peak_9978
chr14	93581896	93582180	285	93582058	87.00	32.70434	4.80349	30.20190	NA_peak_9979
chr14	93582349	93582967	619	93582559	140.00	76.04650	7.68811	72.79254	NA_peak_9980
chr14	93626449	93626765	317	93626624	12.00	8.67317	5.55099	6.50171	NA_peak_9981
chr14	93650428	93652149	1722	93651101	170.00	107.29790	9.67195	103.08677	NA_peak_9982
chr14	93672650	93674456	1807	93673216	161.00	93.78096	8.56237	90.03808	NA_peak_9983
chr14	93697568	93698367	800	93697993	81.00	75.70899	16.66667	72.46299	NA_peak_9984
chr14	93706298	93707060	763	93706695	46.00	37.14993	11.24402	34.58911	NA_peak_9985
chr14	93735924	93736390	467	93736081	26.00	25.14983	11.52898	22.74308	NA_peak_9986
chr14	93784130	93784651	522	93784240	16.00	12.73796	7.14286	10.49787	NA_peak_9987
chr14	93798253	93800174	1922	93799832	156.00	97.00774	9.38995	93.16108	NA_peak_9988
chr14	94254701	94255572	872	94255349	92.00	80.90211	15.39735	77.52644	NA_peak_9989
chr14	94291167	94291794	628	94291648	27.00	25.49394	11.38211	23.08289	NA_peak_9990
chr14	94346150	94346367	218	94346268	11.00	7.68347	5.12399	5.53241	NA_peak_9991
chr14	94405444	94406172	729	94405975	98.00	90.76131	17.12803	87.11053	NA_peak_9992
chr14	94492305	94493454	1150	94492907	129.00	104.16225	14.03888	100.06484	NA_peak_9993
chr14	94546622	94548210	1589	94547383	161.00	92.67373	8.41996	88.96497	NA_peak_9994
chr14	94595479	94596809	1331	94596263	93.00	65.05267	10.56180	62.04087	NA_peak_9995
chr14	94639834	94641623	1790	94640128	110.00	62.85225	8.04348	59.88403	NA_peak_9996
chr14	94646989	94647532	544	94647131	18.00	14.15636	7.48032	11.89421	NA_peak_9997
chr14	94684678	94685328	651	94685134	23.00	17.21070	7.89474	14.90624	NA_peak_9998
chr14	94789186	94789747	562	94789552	16.00	12.54334	7.02479	10.30606	NA_peak_9999
chr14	94889728	94890006	279	94889861	24.00	22.55727	10.67498	20.18311	NA_peak_10000
chr14	94952483	94953053	571	94952907	22.00	20.03262	9.82099	17.69062	NA_peak_10001
chr14	95065827	95066026	200	95065936	10.00	6.72795	4.69699	4.59850	NA_peak_10002
chr14	95155672	95156283	612	95155833	19.00	16.38577	8.53999	14.09208	NA_peak_10003
chr14	95215045	95215260	216	95215183	12.00	8.67317	5.55099	6.50171	NA_peak_10004
chr14	95235805	95236881	1077	95236437	106.00	89.40834	14.69780	85.79722	NA_peak_10005
chr14	95622637	95623758	1122	95623125	130.00	61.18385	6.37160	58.24728	NA_peak_10006
chr14	95623975	95624744	770	95624194	154.00	82.25654	7.57576	78.84532	NA_peak_10007
chr14	95715417	95716087	671	95715627	40.00	37.36513	13.31169	34.80146	NA_peak_10008
chr14	95721778	95722263	486	95721947	27.00	26.47001	11.95598	24.04670	NA_peak_10009
chr14	95731456	95731832	377	95731654	17.00	12.78903	6.92308	10.54823	NA_peak_10010
chr14	95732068	95732580	513	95732434	17.00	12.78903	6.92308	10.54823	NA_peak_10011
chr14	95785307	95786239	933	95785865	133.00	84.47137	9.54416	81.00066	NA_peak_10012
chr14	95786438	95786801	364	95786603	93.00	47.01637	6.73352	44.31614	NA_peak_10013
chr14	95982244	95983367	1124	95982645	95.00	71.32607	11.85185	68.18153	NA_peak_10014
chr14	95999935	96001122	1188	96000807	165.00	81.99444	6.93400	78.59007	NA_peak_10015
chr14	96001511	96002356	846	96001693	137.00	58.96252	5.76441	56.06648	NA_peak_10016
chr14	96505132	96506607	1476	96505870	148.00	88.72109	8.85850	85.13041	NA_peak_10017
chr14	96670829	96672093	1265	96671408	123.00	93.62511	12.60163	89.88699	NA_peak_10018
chr14	96775352	96776327	976	96775858	23.00	17.21070	7.89474	14.90624	NA_peak_10019
chr14	96828604	96830747	2144	96829486	159.00	79.59512	6.98080	76.25307	NA_peak_10020
chr14	96857444	96858192	749	96857987	159.00	98.14050	9.30233	94.25528	NA_peak_10021
chr14	96858418	96859042	625	96858615	144.00	83.57962	8.44005	80.13287	NA_peak_10022
chr14	96890366	96890970	605	96890739	27.00	25.81500	11.57025	23.39996	NA_peak_10023
chr14	96967780	96970036	2257	96968545	160.00	65.96570	5.55172	62.93555	NA_peak_10024
chr14	97004463	97005513	1051	97004787	42.00	29.91729	9.14894	27.45043	NA_peak_10025
chr14	97050829	97051082	254	97050908	15.00	11.82423	6.83199	9.59739	NA_peak_10026
chr14	97058713	97059600	888	97058984	124.00	103.39577	14.77541	99.32568	NA_peak_10027
chr14	97207489	97208211	723	97207777	106.00	101.81945	18.64112	97.80684	NA_peak_10028
chr14	97228825	97229279	455	97229127	48.00	49.29742	16.55405	46.56228	NA_peak_10029
chr14	97263323	97264730	1408	97264111	104.00	74.99889	11.26610	71.77016	NA_peak_10030
chr14	97488085	97488396	312	97488246	25.00	23.84539	11.10198	21.45496	NA_peak_10031
chr14	97684761	97685748	988	97685296	36.00	28.54189	10.10929	26.09252	NA_peak_10032
chr14	97878217	97878589	373	97878391	19.00	13.03533	6.57895	10.78987	NA_peak_10033
chr14	98086803	98087419	617	98086945	15.00	11.82423	6.83199	9.59739	NA_peak_10034
chr14	98100989	98101742	754	98101354	39.00	33.71935	11.76471	31.20380	NA_peak_10035
chr14	98190531	98191193	663	98190771	17.00	13.85523	7.56302	11.59825	NA_peak_10036
chr14	98444921	98445313	393	98445010	11.00	7.68347	5.12399	5.53241	NA_peak_10037
chr14	98898545	98898845	301	98898704	13.00	9.69456	5.97799	7.50379	NA_peak_10038
chr14	99372965	99373260	296	99373071	10.00	6.72795	4.69699	4.59850	NA_peak_10039
chr14	99736736	99738966	2231	99738276	108.00	31.71844	3.89008	29.22869	NA_peak_10040
chr14	99740546	99740976	431	99740839	104.00	29.51654	3.76884	27.05480	NA_peak_10041
chr14	99741129	99741331	203	99741246	55.00	6.35288	2.03046	4.23630	NA_peak_10042
chr14	99845035	99845484	450	99845362	11.00	7.68347	5.12399	5.53241	NA_peak_10043
chr14	99855742	99856221	480	99855951	64.00	66.33739	18.67816	63.29956	NA_peak_10044
chr14	99946208	99947204	997	99946548	119.00	45.49956	5.02092	42.82214	NA_peak_10045
chr14	99947747	99948749	1003	99947982	172.00	88.14288	7.23244	84.56907	NA_peak_10046
chr14	100068691	100069197	507	100069051	51.00	8.13443	2.37660	5.97569	NA_peak_10047
chr14	100069992	100070336	345	100070176	87.00	27.00043	4.01094	24.57052	NA_peak_10048
chr14	100070935	100072070	1136	100071163	157.00	80.13305	7.14932	76.77740	NA_peak_10049
chr14	100095115	100095314	200	100095256	11.00	7.68347	5.12399	5.53241	NA_peak_10050
chr14	100111393	100111841	449	100111683	11.00	7.68347	5.12399	5.53241	NA_peak_10051
chr14	100149257	100150334	1078	100150091	162.00	108.07822	10.48906	103.83711	NA_peak_10052
chr14	100150708	100151093	386	100150869	77.00	30.63863	5.02577	28.16255	NA_peak_10053
chr14	100196506	100197401	896	100196685	121.00	120.28198	20.46980	115.52098	NA_peak_10054
chr14	100203766	100204638	873	100204134	81.00	72.42030	15.41354	69.25130	NA_peak_10055
chr14	100259062	100259506	445	100259256	49.00	21.58222	5.25210	19.22046	NA_peak_10056
chr14	100259751	100260795	1045	100260390	107.00	76.99612	11.27349	73.71893	NA_peak_10057
chr14	100437490	100439219	1730	100438678	137.00	84.24847	9.12698	80.78376	NA_peak_10058
chr14	100485196	100485694	499	100485495	12.00	8.67317	5.55099	6.50171	NA_peak_10059
chr14	100497689	100498618	930	100498279	103.00	97.04879	17.86942	93.20084	NA_peak_10060
chr14	100625523	100626530	1008	100625858	89.00	70.83640	12.89398	67.70263	NA_peak_10061
chr14	100632837	100633825	989	100633261	58.00	44.38239	11.04869	41.72130	NA_peak_10062
chr14	100658843	100659298	456	100659110	108.00	93.32984	15.39548	89.60057	NA_peak_10063
chr14	100659524	100660000	477	100659700	80.00	59.87408	11.44068	56.96180	NA_peak_10064
chr14	100680080	100681302	1223	100680735	163.00	125.92390	13.37684	120.89967	NA_peak_10065
chr14	100704039	100704966	928	100704622	143.00	53.60139	4.98270	50.79737	NA_peak_10066
chr14	100705541	100706393	853	100705961	127.00	42.49759	4.42294	39.86353	NA_peak_10067
chr14	100706807	100707400	594	100706968	116.00	35.35196	4.03727	32.81498	NA_peak_10068
chr14	100751243	100752403	1161	100752004	179.00	145.14915	14.72995	139.13834	NA_peak_10069
chr14	100771724	100773575	1852	100773173	152.00	86.12949	8.19936	82.61294	NA_peak_10070
chr14	100784444	100784805	362	100784641	31.00	31.89767	13.66398	29.40556	NA_peak_10071
chr14	100841960	100843500	1541	100842471	158.00	103.29346	10.14031	99.22694	NA_peak_10072
chr14	100943019	100943268	250	100943228	9.00	5.80944	4.26999	3.70347	NA_peak_10073
chr14	101012884	101013284	401	101013087	14.00	10.74554	6.40499	8.53631	NA_peak_10074
chr14	101034142	101035584	1443	101034822	102.00	66.27837	9.57249	63.24171	NA_peak_10075
chr14	101052754	101053555	802	101053361	113.00	89.14213	13.22506	85.53899	NA_peak_10076
chr14	101053861	101054253	393	101054019	49.00	23.62462	5.80046	21.23720	NA_peak_10077
chr14	101111970	101112169	200	101112082	12.00	8.67317	5.55099	6.50171	NA_peak_10078
chr14	101120908	101121344	437	101121174	29.00	27.93735	12.09677	25.49554	NA_peak_10079
chr14	101159390	101159620	231	101159461	16.00	12.92898	7.25899	10.68499	NA_peak_10080
chr14	101292424	101293872	1449	101292713	131.00	82.60918	9.42857	79.18854	NA_peak_10081
chr14	101448297	101448974	678	101448794	23.00	17.21070	7.89474	14.90624	NA_peak_10082
chr14	101454628	101454995	368	101454815	23.00	16.84301	7.69231	14.54332	NA_peak_10083
chr14	101539504	101539703	200	101539606	11.00	7.68347	5.12399	5.53241	NA_peak_10084
chr14	101695458	101696774	1317	101696149	115.00	79.39133	10.66176	76.05436	NA_peak_10085
chr14	101941752	101943498	1747	101943249	91.00	47.21679	6.93816	44.51362	NA_peak_10086
chr14	102030291	102031733	1443	102031272	102.00	62.27024	8.74363	59.31301	NA_peak_10087
chr14	102095001	102095278	278	102095161	19.00	16.38577	8.53999	14.09208	NA_peak_10088
chr14	102173839	102174151	313	102173957	23.00	21.28612	10.24799	18.92805	NA_peak_10089
chr14	102197938	102198151	214	102197994	11.00	7.68347	5.12399	5.53241	NA_peak_10090
chr14	102226521	102226837	317	102226673	65.00	18.80808	3.67075	16.48194	NA_peak_10091
chr14	102227270	102227895	626	102227645	175.00	111.40257	9.82143	107.02812	NA_peak_10092
