Chr	Start	Stop	NFR_Length	Chr_Length
12	627521	627592	71	1078160
12	628462	628634	172	1078160
12	632732	632795	63	1078160
12	633064	633121	57	1078160
12	633394	633575	181	1078160
12	633839	633904	65	1078160
12	633999	634183	184	1078160
12	634449	634501	52	1078160
12	636048	636110	62	1078160
12	636233	636545	312	1078160
12	636572	636743	171	1078160
12	639952	640266	314	1078160
12	640337	640415	78	1078160
12	641030	641090	60	1078160
12	641176	641343	167	1078160
12	641424	641492	68	1078160
12	641608	641659	51	1078160
12	642231	642301	70	1078160
12	642390	642534	144	1078160
12	642624	642700	76	1078160
12	643128	643180	52	1078160
12	645076	645327	251	1078160
12	645423	645479	56	1078160
12	645578	645635	57	1078160
12	645762	645952	190	1078160
12	645974	646172	198	1078160
12	646312	646418	106	1078160
12	656811	656957	146	1078160
12	657049	657104	55	1078160
12	657212	657288	76	1078160
12	657393	657462	69	1078160
12	657566	657626	60	1078160
12	657719	657795	76	1078160
12	658047	658489	442	1078160
12	658608	658658	50	1078160
12	658753	658808	55	1078160
12	659824	660015	191	1078160
12	660109	660190	81	1078160
12	660287	660349	62	1078160
12	660369	660421	52	1078160
12	660527	660613	86	1078160
12	663017	663069	52	1078160
12	664750	664801	51	1078160
12	664900	664978	78	1078160
12	665073	665287	214	1078160
12	665415	665472	57	1078160
12	665550	665719	169	1078160
12	666476	666529	53	1078160
12	666650	666710	60	1078160
12	667277	667345	68	1078160
12	667951	668055	104	1078160
12	668129	668212	83	1078160
12	668488	668562	74	1078160
12	668612	668703	91	1078160
12	668960	669174	214	1078160
12	669256	669312	56	1078160
12	669400	669471	71	1078160
12	669700	669849	149	1078160
12	670079	670210	131	1078160
12	670311	670389	78	1078160
12	672517	672603	86	1078160
12	672652	672733	81	1078160
12	672814	673110	296	1078160
12	673803	673855	52	1078160
12	673945	674227	282	1078160
12	675343	675398	55	1078160
12	675502	675670	168	1078160
12	675755	675820	65	1078160
12	675933	675984	51	1078160
12	677742	677819	77	1078160
12	677824	677893	69	1078160
12	678013	678102	89	1078160
12	678199	678258	59	1078160
12	678554	678606	52	1078160
12	679163	679243	80	1078160
12	679964	680137	173	1078160
12	680891	681049	158	1078160
12	681167	681240	73	1078160
12	681342	681418	76	1078160
12	681673	681730	57	1078160
12	681825	681886	61	1078160
12	681969	682048	79	1078160
12	682302	682428	126	1078160
12	682509	682603	94	1078160
12	682676	682774	98	1078160
12	682879	682940	61	1078160
12	683033	683101	68	1078160
12	683200	683287	87	1078160
12	683409	683461	52	1078160
12	684402	684479	77	1078160
12	686929	687012	83	1078160
12	687281	687451	170	1078160
12	687513	687574	61	1078160
12	687794	687916	122	1078160
12	687977	688048	71	1078160
12	688144	688203	59	1078160
12	688274	688370	96	1078160
12	688503	688591	88	1078160
12	688621	688728	107	1078160
12	688858	688971	113	1078160
12	689008	689111	103	1078160
12	689545	689616	71	1078160
12	690303	690368	65	1078160
12	690643	690724	81	1078160
12	690821	690874	53	1078160
12	691007	691059	52	1078160
12	691128	691231	103	1078160
12	691342	691509	167	1078160
12	691611	691661	50	1078160
12	691768	691842	74	1078160
12	691929	691990	61	1078160
12	692261	692320	59	1078160
12	693810	693895	85	1078160
12	693967	694083	116	1078160
12	694150	694312	162	1078160
12	694398	694498	100	1078160
12	694592	694661	69	1078160
12	694744	694812	68	1078160
12	694916	695016	100	1078160
12	696466	696532	66	1078160
12	696643	696694	51	1078160
12	696938	697134	196	1078160
12	697229	697321	92	1078160
12	697579	697646	67	1078160
12	698531	698614	83	1078160
12	699320	699371	51	1078160
12	699473	699567	94	1078160
12	699655	699873	218	1078160
12	699944	700014	70	1078160
12	704110	704312	202	1078160
12	704331	704547	216	1078160
12	704999	705052	53	1078160
12	705081	705150	69	1078160
12	706810	706894	84	1078160
12	706971	707039	68	1078160
12	707150	707328	178	1078160
12	707447	707507	60	1078160
12	707768	707830	62	1078160
12	708275	708358	83	1078160
12	708369	708494	125	1078160
12	710274	710348	74	1078160
12	710438	710512	74	1078160
12	710601	710848	247	1078160
12	710941	711008	67	1078160
12	711963	712031	68	1078160
12	712130	712465	335	1078160
12	712734	712806	72	1078160
12	713030	713113	83	1078160
12	713168	713382	214	1078160
12	713402	713518	116	1078160
12	714589	714655	66	1078160
12	714767	714827	60	1078160
12	714935	715048	113	1078160
12	715119	715196	77	1078160
12	715644	715710	66	1078160
12	716488	716539	51	1078160
12	716991	717084	93	1078160
12	717100	717155	55	1078160
12	717520	717583	63	1078160
12	717992	718173	181	1078160
12	718254	718317	63	1078160
12	718427	718493	66	1078160
12	719031	719086	55	1078160
12	719511	719656	145	1078160
12	719758	719822	64	1078160
12	720076	720164	88	1078160
12	720255	720319	64	1078160
12	720417	720623	206	1078160
12	720672	720744	72	1078160
12	721482	721791	309	1078160
12	722441	722632	191	1078160
12	722872	722932	60	1078160
12	723046	723220	174	1078160
12	723478	723772	294	1078160
12	723778	723912	134	1078160
12	724429	724487	58	1078160
12	724547	724713	166	1078160
12	725262	725337	75	1078160
12	725449	725623	174	1078160
12	725687	725859	172	1078160
12	725967	726017	50	1078160
12	726304	726361	57	1078160
12	727793	727868	75	1078160
12	728128	728268	140	1078160
12	728283	728437	154	1078160
12	728456	728779	323	1078160
12	730316	730388	72	1078160
12	730471	730647	176	1078160
12	730650	730781	131	1078160
12	730886	730952	66	1078160
12	731999	732056	57	1078160
12	732102	732220	118	1078160
12	734876	734994	118	1078160
12	735009	735175	166	1078160
12	735641	735691	50	1078160
12	737753	738073	320	1078160
12	738147	738246	99	1078160
12	742008	742072	64	1078160
12	743413	743472	59	1078160
12	743587	743643	56	1078160
12	743755	743817	62	1078160
12	743906	744101	195	1078160
12	744195	744279	84	1078160
12	744502	744582	80	1078160
12	745033	745151	118	1078160
12	745272	745332	60	1078160
12	745391	745519	128	1078160
12	745802	745855	53	1078160
12	746309	746362	53	1078160
12	746550	746671	121	1078160
12	746921	746977	56	1078160
12	747071	747164	93	1078160
12	747241	747332	91	1078160
12	747427	747497	70	1078160
12	747599	747842	243	1078160
12	747912	747979	67	1078160
12	748113	748184	71	1078160
12	748912	748964	52	1078160
12	751159	751225	66	1078160
12	751302	751370	68	1078160
12	751488	751551	63	1078160
12	751640	751718	78	1078160
12	751819	752014	195	1078160
12	752130	752198	68	1078160
12	752475	752550	75	1078160
12	756657	756723	66	1078160
12	756992	757047	55	1078160
12	757153	757366	213	1078160
12	757430	757487	57	1078160
12	757592	757667	75	1078160
12	758543	758609	66	1078160
12	758862	758924	62	1078160
12	758988	759465	477	1078160
12	759556	759615	59	1078160
12	760218	760377	159	1078160
12	762249	762314	65	1078160
12	762357	762581	224	1078160
12	763701	763757	56	1078160
12	764193	764386	193	1078160
12	764586	764676	90	1078160
12	764696	764769	73	1078160
12	765206	765262	56	1078160
12	765894	765946	52	1078160
12	766069	766141	72	1078160
12	766190	766293	103	1078160
12	766372	766544	172	1078160
12	766810	766874	64	1078160
12	767497	767550	53	1078160
12	768912	768972	60	1078160
12	769108	769161	53	1078160
12	770277	770332	55	1078160
12	770438	770493	55	1078160
12	771588	771641	53	1078160
12	771768	771910	142	1078160
12	771996	772060	64	1078160
12	772324	772397	73	1078160
12	772489	772570	81	1078160
12	774072	774146	74	1078160
12	776233	776286	53	1078160
12	776290	776363	73	1078160
12	777070	777140	70	1078160
12	777209	777278	69	1078160
12	777703	777771	68	1078160
12	777884	778056	172	1078160
12	778152	778206	54	1078160
12	778984	779142	158	1078160
12	779420	779475	55	1078160
12	779582	779651	69	1078160
12	779745	779810	65	1078160
12	780783	780873	90	1078160
12	781394	781462	68	1078160
12	781468	781764	296	1078160
12	781877	782038	161	1078160
12	782126	782201	75	1078160
12	782476	782543	67	1078160
12	782639	782694	55	1078160
12	782965	783074	109	1078160
12	783396	783454	58	1078160
12	783747	783900	153	1078160
12	784370	784673	303	1078160
12	784782	784870	88	1078160
12	785933	785985	52	1078160
12	786248	786375	127	1078160
12	787266	787319	53	1078160
12	787412	787618	206	1078160
12	787732	787813	81	1078160
12	789650	789700	50	1078160
12	789813	790261	448	1078160
12	790440	790501	61	1078160
12	791768	791853	85	1078160
12	792150	792217	67	1078160
12	792309	792369	60	1078160
12	792501	792574	73	1078160
12	792679	792773	94	1078160
12	793140	793194	54	1078160
12	793305	793401	96	1078160
12	793653	793728	75	1078160
12	793917	793968	51	1078160
12	794104	794289	185	1078160
12	794534	794691	157	1078160
12	794945	795001	56	1078160
12	795194	795318	124	1078160
12	795326	795447	121	1078160
12	795916	795983	67	1078160
12	796198	796250	52	1078160
12	796376	796692	316	1078160
12	796780	796868	88	1078160
12	796906	796964	58	1078160
12	797086	797136	50	1078160
12	797248	797389	141	1078160
12	799556	799634	78	1078160
12	802439	802600	161	1078160
12	802715	802787	72	1078160
12	805166	805345	179	1078160
12	805574	805853	279	1078160
12	806951	807008	57	1078160
12	807198	807270	72	1078160
12	808889	809122	233	1078160
12	809130	809741	611	1078160
12	811248	811301	53	1078160
12	815785	815998	213	1078160
12	817777	817830	53	1078160
12	817974	818034	60	1078160
12	818440	818576	136	1078160
12	818669	818815	146	1078160
12	818896	819291	395	1078160
12	819531	819581	50	1078160
12	820267	820421	154	1078160
12	820530	820589	59	1078160
12	820686	820742	56	1078160
12	820858	820912	54	1078160
12	821896	821965	69	1078160
12	822056	822162	106	1078160
12	822608	822689	81	1078160
12	822796	823045	249	1078160
12	823138	823214	76	1078160
12	823301	823402	101	1078160
12	823493	823584	91	1078160
12	826268	826326	58	1078160
12	826569	826854	285	1078160
12	828054	828176	122	1078160
12	828374	828615	241	1078160
12	828680	828758	78	1078160
12	830393	830501	108	1078160
12	830774	830918	144	1078160
12	831012	831078	66	1078160
12	831185	831247	62	1078160
12	831316	831416	100	1078160
12	831518	831608	90	1078160
12	831678	831734	56	1078160
12	831847	831903	56	1078160
12	832180	832237	57	1078160
12	832483	832552	69	1078160
12	833515	833578	63	1078160
12	833663	833864	201	1078160
12	833960	834045	85	1078160
12	834117	834223	106	1078160
12	834627	834686	59	1078160
12	837386	837515	129	1078160
12	837540	837888	348	1078160
12	839297	839569	272	1078160
12	839574	839677	103	1078160
12	840065	840217	152	1078160
12	841079	841174	95	1078160
12	841184	841284	100	1078160
12	841399	841452	53	1078160
12	841592	841650	58	1078160
12	841887	841941	54	1078160
12	843990	844185	195	1078160
12	844253	844317	64	1078160
12	845826	846015	189	1078160
12	846125	846179	54	1078160
12	846610	846677	67	1078160
12	848483	848543	60	1078160
12	848650	848710	60	1078160
12	848812	848884	72	1078160
12	849157	849294	137	1078160
12	849350	849411	61	1078160
12	849703	849800	97	1078160
12	850077	850150	73	1078160
12	850255	850313	58	1078160
12	852098	852182	84	1078160
12	852429	852479	50	1078160
12	852581	852641	60	1078160
12	852748	852820	72	1078160
12	853082	853148	66	1078160
12	853242	853442	200	1078160
12	853809	853949	140	1078160
12	854393	854476	83	1078160
12	854634	854702	68	1078160
12	854777	854844	67	1078160
12	854943	855035	92	1078160
12	855615	855864	249	1078160
12	857327	857501	174	1078160
12	857596	857651	55	1078160
12	857756	857814	58	1078160
12	858079	858132	53	1078160
12	858394	858444	50	1078160
12	858870	858932	62	1078160
12	859008	859079	71	1078160
12	859341	859477	136	1078160
12	859592	859662	70	1078160
12	859779	859836	57	1078160
12	859930	859980	50	1078160
12	861280	861361	81	1078160
12	861622	861717	95	1078160
12	861831	861885	54	1078160
12	861988	862055	67	1078160
12	862301	862489	188	1078160
12	862580	862668	88	1078160
12	862953	863009	56	1078160
12	863563	863618	55	1078160
12	866537	866591	54	1078160
12	866734	866809	75	1078160
12	866862	867176	314	1078160
12	867271	867345	74	1078160
12	868566	868622	56	1078160
12	868721	868781	60	1078160
12	871068	871123	55	1078160
12	871419	871628	209	1078160
12	871746	871804	58	1078160
12	872760	872810	50	1078160
12	873096	873157	61	1078160
12	873446	873534	88	1078160
12	873671	873768	97	1078160
12	873884	873942	58	1078160
12	874809	874864	55	1078160
12	874951	875006	55	1078160
12	875141	875318	177	1078160
12	875378	875454	76	1078160
12	875456	875582	126	1078160
12	875695	875751	56	1078160
12	877237	877296	59	1078160
12	877415	877620	205	1078160
12	877788	877868	80	1078160
12	877980	878048	68	1078160
12	878078	878191	113	1078160
12	879536	879686	150	1078160
12	879796	879846	50	1078160
12	879957	880011	54	1078160
12	882116	882166	50	1078160
12	882423	882500	77	1078160
12	884880	884940	60	1078160
12	885055	885212	157	1078160
12	885631	885684	53	1078160
12	885794	885847	53	1078160
12	887789	887886	97	1078160
12	888462	888517	55	1078160
12	888601	888827	226	1078160
12	888901	888964	63	1078160
12	892558	892624	66	1078160
12	892719	892772	53	1078160
12	892871	893040	169	1078160
12	893459	893579	120	1078160
12	893703	893763	60	1078160
12	894202	894258	56	1078160
12	895895	895950	55	1078160
12	896628	896680	52	1078160
12	896785	896836	51	1078160
12	897095	897159	64	1078160
12	897604	897654	50	1078160
12	897756	897878	122	1078160
12	897881	898123	242	1078160
12	898809	898866	57	1078160
12	898961	899192	231	1078160
12	899472	899525	53	1078160
12	899779	899846	67	1078160
12	901888	901943	55	1078160
12	902054	902114	60	1078160
12	902702	902868	166	1078160
12	902986	903109	123	1078160
12	903417	903676	259	1078160
12	904418	904569	151	1078160
12	904701	904779	78	1078160
12	906011	906065	54	1078160
12	906165	906245	80	1078160
12	906331	906397	66	1078160
12	906734	906799	65	1078160
12	906880	907037	157	1078160
12	909497	909631	134	1078160
12	909877	909942	65	1078160
12	910030	910261	231	1078160
12	910347	910418	71	1078160
12	910501	910599	98	1078160
12	911725	911781	56	1078160
12	912197	912278	81	1078160
12	912350	912534	184	1078160
12	912644	912695	51	1078160
12	914439	914496	57	1078160
12	914613	914664	51	1078160
12	914924	915081	157	1078160
12	915173	915266	93	1078160
12	918284	918342	58	1078160
12	918886	918980	94	1078160
12	919066	919236	170	1078160
12	919315	919451	136	1078160
12	921523	921756	233	1078160
12	921817	921953	136	1078160
12	922202	922466	264	1078160
12	924319	924379	60	1078160
12	924487	924711	224	1078160
12	924783	924926	143	1078160
12	925050	925103	53	1078160
12	925482	925538	56	1078160
12	927911	928010	99	1078160
12	928197	928376	179	1078160
12	928591	928728	137	1078160
12	928815	928889	74	1078160
12	929462	929518	56	1078160
12	929596	929794	198	1078160
12	930211	930270	59	1078160
12	930701	930774	73	1078160
12	930879	930959	80	1078160
12	931008	931069	61	1078160
12	931809	932070	261	1078160
12	932092	932427	335	1078160
12	932562	932745	183	1078160
12	932852	932965	113	1078160
12	933751	933905	154	1078160
12	933931	933989	58	1078160
12	934074	934140	66	1078160
12	934238	934418	180	1078160
12	934531	934585	54	1078160
12	937270	937386	116	1078160
12	937389	937481	92	1078160
12	940965	941026	61	1078160
12	941050	941193	143	1078160
12	948011	948087	76	1078160
12	948189	948334	145	1078160
12	948611	948665	54	1078160
12	948768	948825	57	1078160
12	949442	949503	61	1078160
12	949670	949765	95	1078160
12	949770	949821	51	1078160
12	949966	950477	511	1078160
12	950539	951098	559	1078160
12	953160	953286	126	1078160
12	953300	953367	67	1078160
12	954322	954449	127	1078160
12	954780	954928	148	1078160
12	956673	956790	117	1078160
12	957683	957743	60	1078160
12	957857	957909	52	1078160
12	958008	958079	71	1078160
12	958183	958408	225	1078160
12	958635	958695	60	1078160
12	959894	959951	57	1078160
12	962685	962749	64	1078160
12	962862	962977	115	1078160
12	963237	963300	63	1078160
12	963556	963729	173	1078160
12	965431	965488	57	1078160
12	965598	965784	186	1078160
12	965856	965921	65	1078160
12	966040	966101	61	1078160
12	966494	966573	79	1078160
12	967844	967950	106	1078160
12	971695	971764	69	1078160
12	972879	972929	50	1078160
12	973038	973118	80	1078160
12	973213	973355	142	1078160
12	973454	973523	69	1078160
12	973793	973864	71	1078160
12	974269	974335	66	1078160
12	974686	974768	82	1078160
12	975201	975254	53	1078160
12	975533	975626	93	1078160
12	975698	975771	73	1078160
12	975888	976053	165	1078160
12	976096	976165	69	1078160
12	980658	980755	97	1078160
12	980795	980847	52	1078160
12	981902	981983	81	1078160
12	982031	982125	94	1078160
12	982213	982274	61	1078160
12	982565	982695	130	1078160
12	982797	982882	85	1078160
12	983295	983347	52	1078160
12	984539	984605	66	1078160
12	986041	986093	52	1078160
12	986539	986599	60	1078160
12	986719	986784	65	1078160
12	986857	987053	196	1078160
12	987150	987216	66	1078160
12	987312	987381	69	1078160
12	987505	987557	52	1078160
12	988024	988076	52	1078160
12	988174	988319	145	1078160
12	989721	989774	53	1078160
12	990557	990741	184	1078160
12	991331	991386	55	1078160
12	992619	992676	57	1078160
12	992763	992846	83	1078160
12	992938	993144	206	1078160
12	993389	993495	106	1078160
12	993568	993639	71	1078160
12	994197	994273	76	1078160
12	1000153	1000239	86	1078160
12	1000853	1000910	57	1078160
12	1001001	1001075	74	1078160
12	1001356	1001424	68	1078160
12	1001524	1001589	65	1078160
12	1001694	1001774	80	1078160
12	1001848	1001984	136	1078160
12	1002097	1002207	110	1078160
12	1002214	1002433	219	1078160
12	1004342	1004402	60	1078160
12	1005496	1005550	54	1078160
12	1005623	1005693	70	1078160
12	1005974	1006044	70	1078160
12	1006112	1006311	199	1078160
12	1006712	1006799	87	1078160
12	1007199	1007377	178	1078160
12	1007437	1007535	98	1078160
12	1007624	1007689	65	1078160
12	1009450	1009508	58	1078160
12	1010085	1010148	63	1078160
12	1011296	1011543	247	1078160
12	1012046	1012309	263	1078160
12	1012339	1012431	92	1078160
12	1013360	1013424	64	1078160
12	1013764	1013847	83	1078160
12	1014256	1014426	170	1078160
12	1016802	1016869	67	1078160
12	1017117	1017191	74	1078160
12	1017272	1017322	50	1078160
12	1017752	1017953	201	1078160
12	1018013	1018088	75	1078160
12	1018950	1019140	190	1078160
12	1019177	1019262	85	1078160
12	1021642	1021698	56	1078160
12	1021817	1021908	91	1078160
12	1021975	1022037	62	1078160
12	1022147	1022205	58	1078160
12	1022298	1022469	171	1078160
12	1022573	1022646	73	1078160
12	1022744	1022800	56	1078160
12	1022907	1022957	50	1078160
12	1023082	1023145	63	1078160
12	1023997	1024188	191	1078160
12	1024286	1024349	63	1078160
12	1024481	1024535	54	1078160
12	1024639	1024691	52	1078160
12	1024789	1024859	70	1078160
12	1024989	1025134	145	1078160
12	1025231	1025283	52	1078160
12	1025570	1025623	53	1078160
12	1025918	1025972	54	1078160
12	1026333	1026432	99	1078160
12	1026496	1026558	62	1078160
12	1026678	1026819	141	1078160
12	1027932	1028121	189	1078160
12	1028338	1028510	172	1078160
12	1028535	1028850	315	1078160
12	1029011	1029081	70	1078160
12	1029899	1030043	144	1078160
12	1030573	1030799	226	1078160
12	1031936	1031986	50	1078160
12	1032051	1032208	157	1078160
12	1032271	1032438	167	1078160
12	1032538	1032603	65	1078160
12	1032878	1032935	57	1078160
12	1035654	1035705	51	1078160
12	1035809	1036007	198	1078160
12	1036265	1036327	62	1078160
12	1036877	1036934	57	1078160
12	1038842	1038974	132	1078160
12	1039104	1039185	81	1078160
12	1041213	1041265	52	1078160
12	1041554	1041729	175	1078160
12	1042518	1042575	57	1078160
12	1043015	1043210	195	1078160
12	1043448	1043524	76	1078160
12	1043611	1043869	258	1078160
12	1043965	1044039	74	1078160
12	1044301	1044354	53	1078160
12	1045215	1045275	60	1078160
12	1045578	1045643	65	1078160
12	1046638	1046704	66	1078160
12	1047628	1047696	68	1078160
12	1047706	1047763	57	1078160
12	1049381	1049437	56	1078160
12	1050726	1050807	81	1078160
12	1051822	1051877	55	1078160
12	1051988	1052063	75	1078160
12	1052178	1052249	71	1078160
12	1052344	1052403	59	1078160
12	1052526	1052587	61	1078160
12	1052687	1052759	72	1078160
12	1053008	1053068	60	1078160
12	1053174	1053371	197	1078160
12	1053477	1053537	60	1078160
12	1054557	1054616	59	1078160
12	1054684	1054747	63	1078160
12	1054861	1055047	186	1078160
12	1055156	1055215	59	1078160
12	1055325	1055399	74	1078160
12	1055502	1055630	128	1078160
12	1055696	1055747	51	1078160
12	1056463	1056524	61	1078160
12	1056776	1056908	132	1078160
12	1057154	1057311	157	1078160
12	1057566	1057625	59	1078160
12	1057885	1057947	62	1078160
12	1058629	1058698	69	1078160
12	1059115	1059189	74	1078160
12	1059611	1059766	155	1078160
12	1060594	1060652	58	1078160
12	1060757	1060812	55	1078160
12	1060914	1060988	74	1078160
12	1061085	1061218	133	1078160
12	1061222	1061272	50	1078160
12	1061383	1061436	53	1078160
12	1062470	1062642	172	1078160
12	1063379	1063447	68	1078160
12	1063598	1063665	67	1078160
12	1064089	1064150	61	1078160
12	1064253	1064412	159	1078160
12	1064509	1064614	105	1078160
12	1064907	1065039	132	1078160
12	1065154	1065515	361	1078160
12	1071356	1072031	675	1078160
15	163	216	53	1091275
15	496	611	115	1091275
15	723	877	154	1091275
15	982	1045	63	1091275
15	3891	3974	83	1091275
15	4054	4140	86	1091275
15	4390	4453	63	1091275
15	5080	5131	51	1091275
15	5243	5304	61	1091275
15	5735	5864	129	1091275
15	6908	7064	156	1091275
15	8160	8212	52	1091275
15	8330	8417	87	1091275
15	8481	8579	98	1091275
15	8688	8762	74	1091275
15	9030	9089	59	1091275
15	10771	10848	77	1091275
15	10937	11035	98	1091275
15	11154	11239	85	1091275
15	12197	12318	121	1091275
15	12482	12534	52	1091275
15	13290	13374	84	1091275
15	13490	13547	57	1091275
15	13925	14048	123	1091275
15	14148	14199	51	1091275
15	14299	14389	90	1091275
15	14706	14767	61	1091275
15	15379	15481	102	1091275
15	15570	15711	141	1091275
15	16139	16266	127	1091275
15	16478	16549	71	1091275
15	16669	16752	83	1091275
15	16841	16936	95	1091275
15	17000	17065	65	1091275
15	17157	17233	76	1091275
15	17368	17424	56	1091275
15	17513	17582	69	1091275
15	17699	17780	81	1091275
15	17875	17984	109	1091275
15	18082	18209	127	1091275
15	18255	18328	73	1091275
15	18434	18501	67	1091275
15	18766	18867	101	1091275
15	18959	19060	101	1091275
15	19104	19271	167	1091275
15	19343	19449	106	1091275
15	21455	21524	69	1091275
15	21551	21907	356	1091275
15	22012	22153	141	1091275
15	22229	22306	77	1091275
15	22429	22519	90	1091275
15	24694	24834	140	1091275
15	24896	24960	64	1091275
15	26753	26812	59	1091275
15	27077	27185	108	1091275
15	27260	27347	87	1091275
15	27426	27628	202	1091275
15	27635	28132	497	1091275
15	28138	28240	102	1091275
15	28591	28678	87	1091275
15	33258	33308	50	1091275
15	33649	33710	61	1091275
15	33775	33859	84	1091275
15	33955	34071	116	1091275
15	34167	34332	165	1091275
15	34478	34534	56	1091275
15	35469	35585	116	1091275
15	35656	35775	119	1091275
15	35928	35995	67	1091275
15	36106	36192	86	1091275
15	36298	36376	78	1091275
15	36609	36671	62	1091275
15	36768	36842	74	1091275
15	38658	38824	166	1091275
15	38911	38994	83	1091275
15	39094	39149	55	1091275
15	39439	39495	56	1091275
15	39622	39677	55	1091275
15	40127	40184	57	1091275
15	40294	40496	202	1091275
15	40593	40709	116	1091275
15	40781	40840	59	1091275
15	43079	43150	71	1091275
15	43229	43313	84	1091275
15	43417	43632	215	1091275
15	44072	44124	52	1091275
15	44592	44655	63	1091275
15	44743	44906	163	1091275
15	45023	45087	64	1091275
15	45178	45247	69	1091275
15	45341	45416	75	1091275
15	45516	45570	54	1091275
15	45856	45941	85	1091275
15	47134	47190	56	1091275
15	47468	47522	54	1091275
15	47633	47794	161	1091275
15	47871	47928	57	1091275
15	48693	48868	175	1091275
15	48965	49022	57	1091275
15	49140	49193	53	1091275
15	49305	49409	104	1091275
15	49480	49533	53	1091275
15	52530	52586	56	1091275
15	52695	52748	53	1091275
15	52842	53060	218	1091275
15	53140	53210	70	1091275
15	54978	55037	59	1091275
15	55169	55299	130	1091275
15	55376	55520	144	1091275
15	55631	55719	88	1091275
15	56274	56442	168	1091275
15	56859	56945	86	1091275
15	58484	58786	302	1091275
15	59227	59280	53	1091275
15	59711	59785	74	1091275
15	60015	60110	95	1091275
15	60242	60302	60	1091275
15	61100	61339	239	1091275
15	61440	61491	51	1091275
15	64600	64665	65	1091275
15	64904	64961	57	1091275
15	65061	65118	57	1091275
15	65242	65292	50	1091275
15	65399	65567	168	1091275
15	65656	65726	70	1091275
15	65817	65876	59	1091275
15	65980	66048	68	1091275
15	66148	66208	60	1091275
15	66322	66374	52	1091275
15	67158	67273	115	1091275
15	68855	68911	56	1091275
15	69020	69384	364	1091275
15	70075	70273	198	1091275
15	71140	71257	117	1091275
15	71687	71760	73	1091275
15	72157	72231	74	1091275
15	72673	72801	128	1091275
15	72879	72975	96	1091275
15	73616	73691	75	1091275
15	73777	73832	55	1091275
15	73935	74113	178	1091275
15	74226	74310	84	1091275
15	74397	74456	59	1091275
15	77321	77521	200	1091275
15	77620	77682	62	1091275
15	77781	77837	56	1091275
15	78105	78188	83	1091275
15	78465	78539	74	1091275
15	78644	78714	70	1091275
15	79477	79560	83	1091275
15	79663	79718	55	1091275
15	79819	80092	273	1091275
15	80101	80240	139	1091275
15	80283	80348	65	1091275
15	81237	81416	179	1091275
15	81527	81606	79	1091275
15	82925	83004	79	1091275
15	83099	83512	413	1091275
15	83615	83776	161	1091275
15	84208	84272	64	1091275
15	85070	85128	58	1091275
15	85233	85401	168	1091275
15	85511	85569	58	1091275
15	86625	86690	65	1091275
15	86765	86990	225	1091275
15	87068	87118	50	1091275
15	87233	87489	256	1091275
15	87671	87748	77	1091275
15	87800	87862	62	1091275
15	89560	89631	71	1091275
15	90500	90556	56	1091275
15	91477	91640	163	1091275
15	91743	91914	171	1091275
15	91937	91995	58	1091275
15	92570	92637	67	1091275
15	92872	93101	229	1091275
15	93125	93244	119	1091275
15	93317	93378	61	1091275
15	94426	94522	96	1091275
15	94542	94764	222	1091275
15	94871	94956	85	1091275
15	95927	96009	82	1091275
15	96462	96617	155	1091275
15	97041	97116	75	1091275
15	97218	97308	90	1091275
15	97411	97511	100	1091275
15	97787	97878	91	1091275
15	98970	99057	87	1091275
15	99155	99209	54	1091275
15	99319	99381	62	1091275
15	99496	99670	174	1091275
15	99767	99825	58	1091275
15	100893	100983	90	1091275
15	101065	101162	97	1091275
15	101234	101422	188	1091275
15	101507	101567	60	1091275
15	101673	101735	62	1091275
15	104032	104152	120	1091275
15	106350	106529	179	1091275
15	106785	106839	54	1091275
15	106953	107031	78	1091275
15	108954	109147	193	1091275
15	109217	109282	65	1091275
15	109423	109475	52	1091275
15	109483	110239	756	1091275
15	110732	110784	52	1091275
15	110857	110957	100	1091275
15	111230	111288	58	1091275
15	111729	111789	60	1091275
15	111884	112060	176	1091275
15	112144	112224	80	1091275
15	112505	112560	55	1091275
15	113206	113265	59	1091275
15	113378	113439	61	1091275
15	113696	113772	76	1091275
15	113801	114000	199	1091275
15	115755	115816	61	1091275
15	115927	115991	64	1091275
15	116098	116286	188	1091275
15	117467	117640	173	1091275
15	123638	123802	164	1091275
15	124251	124313	62	1091275
15	125187	125245	58	1091275
15	125857	125965	108	1091275
15	125967	126062	95	1091275
15	126519	126591	72	1091275
15	126698	126856	158	1091275
15	126922	127049	127	1091275
15	127432	127488	56	1091275
15	127911	128007	96	1091275
15	128080	128243	163	1091275
15	128313	128496	183	1091275
15	128616	128679	63	1091275
15	128762	128947	185	1091275
15	129195	129289	94	1091275
15	132064	132114	50	1091275
15	132448	132576	128	1091275
15	135589	135648	59	1091275
15	135736	135824	88	1091275
15	135920	136057	137	1091275
15	136327	136455	128	1091275
15	136707	136763	56	1091275
15	137829	137996	167	1091275
15	138085	138156	71	1091275
15	138433	138486	53	1091275
15	138745	138797	52	1091275
15	139071	139242	171	1091275
15	139298	139363	65	1091275
15	140885	140958	73	1091275
15	141056	141126	70	1091275
15	141194	141279	85	1091275
15	141390	141480	90	1091275
15	141552	141614	62	1091275
15	142449	142512	63	1091275
15	142572	142783	211	1091275
15	143679	143734	55	1091275
15	143823	143884	61	1091275
15	143986	144176	190	1091275
